../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/Tifinagh/character06/0915_05.png,Tifinagh,Tifinagh,character01,character06,0910_09.png,0915_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Tifinagh/character08/0917_05.png,Tifinagh,Tifinagh,character01,character08,0910_05.png,0917_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Tifinagh/character12/0921_04.png,Tifinagh,Tifinagh,character01,character12,0910_08.png,0921_04.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Tifinagh/character12/0921_08.png,Tifinagh,Tifinagh,character01,character12,0910_06.png,0921_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Tifinagh/character12/0921_07.png,Tifinagh,Tifinagh,character01,character12,0910_03.png,0921_07.png
../images/omniglot/images_background/Tifinagh/character01/0910_11.png,../images/omniglot/images_background/Balinese/character01/0108_05.png,Tifinagh,Balinese,character01,character01,0910_11.png,0108_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Balinese/character04/0111_11.png,Tifinagh,Balinese,character01,character04,0910_01.png,0111_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_11.png,../images/omniglot/images_background/Balinese/character05/0112_10.png,Tifinagh,Balinese,character01,character05,0910_11.png,0112_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Balinese/character07/0114_06.png,Tifinagh,Balinese,character01,character07,0910_05.png,0114_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_07.png,../images/omniglot/images_background/Balinese/character10/0117_03.png,Tifinagh,Balinese,character01,character10,0910_07.png,0117_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Balinese/character12/0119_05.png,Tifinagh,Balinese,character01,character12,0910_06.png,0119_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_11.png,../images/omniglot/images_background/Balinese/character15/0122_05.png,Tifinagh,Balinese,character01,character15,0910_11.png,0122_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_07.png,../images/omniglot/images_background/Anglo-Saxon_Futhorc/character05/0300_03.png,Tifinagh,Anglo-Saxon_Futhorc,character01,character05,0910_07.png,0300_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Anglo-Saxon_Futhorc/character12/0307_08.png,Tifinagh,Anglo-Saxon_Futhorc,character01,character12,0910_08.png,0307_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Anglo-Saxon_Futhorc/character15/0310_02.png,Tifinagh,Anglo-Saxon_Futhorc,character01,character15,0910_10.png,0310_02.png
../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/N_Ko/character08/0811_06.png,Tifinagh,N_Ko,character01,character08,0910_09.png,0811_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/N_Ko/character14/0817_03.png,Tifinagh,N_Ko,character01,character14,0910_05.png,0817_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Blackfoot_(Canadian_Aboriginal_Syllabics)/character06/0183_05.png,Tifinagh,Blackfoot_(Canadian_Aboriginal_Syllabics),character01,character06,0910_12.png,0183_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Blackfoot_(Canadian_Aboriginal_Syllabics)/character07/0184_12.png,Tifinagh,Blackfoot_(Canadian_Aboriginal_Syllabics),character01,character07,0910_01.png,0184_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_04.png,../images/omniglot/images_background/Burmese_(Myanmar)/character01/0770_02.png,Tifinagh,Burmese_(Myanmar),character01,character01,0910_04.png,0770_02.png
../images/omniglot/images_background/Tifinagh/character01/0910_04.png,../images/omniglot/images_background/Burmese_(Myanmar)/character04/0773_04.png,Tifinagh,Burmese_(Myanmar),character01,character04,0910_04.png,0773_04.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Burmese_(Myanmar)/character08/0777_01.png,Tifinagh,Burmese_(Myanmar),character01,character08,0910_12.png,0777_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Tagalog/character05/0897_02.png,Tifinagh,Tagalog,character01,character05,0910_02.png,0897_02.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Tagalog/character08/0900_01.png,Tifinagh,Tagalog,character01,character08,0910_08.png,0900_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Tagalog/character13/0905_01.png,Tifinagh,Tagalog,character01,character13,0910_10.png,0905_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_04.png,../images/omniglot/images_background/Tagalog/character14/0906_06.png,Tifinagh,Tagalog,character01,character14,0910_04.png,0906_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Ojibwe_(Canadian_Aboriginal_Syllabics)/character01/0837_01.png,Tifinagh,Ojibwe_(Canadian_Aboriginal_Syllabics),character01,character01,0910_06.png,0837_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Ojibwe_(Canadian_Aboriginal_Syllabics)/character06/0842_02.png,Tifinagh,Ojibwe_(Canadian_Aboriginal_Syllabics),character01,character06,0910_10.png,0842_02.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Ojibwe_(Canadian_Aboriginal_Syllabics)/character12/0848_12.png,Tifinagh,Ojibwe_(Canadian_Aboriginal_Syllabics),character01,character12,0910_12.png,0848_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Armenian/character02/0028_09.png,Tifinagh,Armenian,character01,character02,0910_03.png,0028_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Armenian/character06/0032_09.png,Tifinagh,Armenian,character01,character06,0910_08.png,0032_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Armenian/character09/0035_09.png,Tifinagh,Armenian,character01,character09,0910_02.png,0035_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_07.png,../images/omniglot/images_background/Armenian/character11/0037_09.png,Tifinagh,Armenian,character01,character11,0910_07.png,0037_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Armenian/character14/0040_11.png,Tifinagh,Armenian,character01,character14,0910_03.png,0040_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Armenian/character15/0041_06.png,Tifinagh,Armenian,character01,character15,0910_03.png,0041_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Japanese_(katakana)/character07/0602_06.png,Tifinagh,Japanese_(katakana),character01,character07,0910_05.png,0602_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_07.png,../images/omniglot/images_background/Japanese_(katakana)/character08/0603_06.png,Tifinagh,Japanese_(katakana),character01,character08,0910_07.png,0603_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Japanese_(katakana)/character09/0604_10.png,Tifinagh,Japanese_(katakana),character01,character09,0910_05.png,0604_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/Japanese_(katakana)/character13/0608_10.png,Tifinagh,Japanese_(katakana),character01,character13,0910_09.png,0608_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Arcadian/character08/0008_01.png,Tifinagh,Arcadian,character01,character08,0910_05.png,0008_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Arcadian/character09/0009_01.png,Tifinagh,Arcadian,character01,character09,0910_05.png,0009_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Arcadian/character11/0011_03.png,Tifinagh,Arcadian,character01,character11,0910_12.png,0011_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/Arcadian/character14/0014_03.png,Tifinagh,Arcadian,character01,character14,0910_09.png,0014_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Arcadian/character14/0014_08.png,Tifinagh,Arcadian,character01,character14,0910_02.png,0014_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Arcadian/character15/0015_04.png,Tifinagh,Arcadian,character01,character15,0910_06.png,0015_04.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character03/0542_01.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character03,0910_03.png,0542_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character05/0544_01.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character05,0910_03.png,0544_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character05/0544_02.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character05,0910_05.png,0544_02.png
../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character09/0548_11.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character09,0910_09.png,0548_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_04.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character10/0549_09.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character10,0910_04.png,0549_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character14/0553_03.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character14,0910_10.png,0553_03.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Inuktitut_(Canadian_Aboriginal_Syllabics)/character15/0554_01.png,Tifinagh,Inuktitut_(Canadian_Aboriginal_Syllabics),character01,character15,0910_06.png,0554_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Alphabet_of_the_Magi/character02/0710_08.png,Tifinagh,Alphabet_of_the_Magi,character01,character02,0910_06.png,0710_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_11.png,../images/omniglot/images_background/Alphabet_of_the_Magi/character04/0712_04.png,Tifinagh,Alphabet_of_the_Magi,character01,character04,0910_11.png,0712_04.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Alphabet_of_the_Magi/character05/0713_01.png,Tifinagh,Alphabet_of_the_Magi,character01,character05,0910_01.png,0713_01.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Bengali/character07/0138_09.png,Tifinagh,Bengali,character01,character07,0910_10.png,0138_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Bengali/character11/0142_07.png,Tifinagh,Bengali,character01,character11,0910_10.png,0142_07.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Bengali/character11/0142_11.png,Tifinagh,Bengali,character01,character11,0910_12.png,0142_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_12.png,../images/omniglot/images_background/Bengali/character13/0144_06.png,Tifinagh,Bengali,character01,character13,0910_12.png,0144_06.png
