../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Tifinagh/character01/0910_10.png,Tifinagh,character01,0910_05.png,0910_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Tifinagh/character01/0910_11.png,Tifinagh,character01,0910_08.png,0910_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_07.png,../images/omniglot/images_background/Tifinagh/character01/0910_08.png,Tifinagh,character01,0910_07.png,0910_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Tifinagh/character01/0910_10.png,Tifinagh,character01,0910_06.png,0910_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_05.png,../images/omniglot/images_background/Tifinagh/character01/0910_09.png,Tifinagh,character01,0910_05.png,0910_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Tifinagh/character01/0910_08.png,Tifinagh,character01,0910_02.png,0910_08.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Tifinagh/character01/0910_10.png,Tifinagh,character01,0910_08.png,0910_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Tifinagh/character01/0910_12.png,Tifinagh,character01,0910_01.png,0910_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Tifinagh/character01/0910_04.png,Tifinagh,character01,0910_02.png,0910_04.png
../images/omniglot/images_background/Tifinagh/character01/0910_06.png,../images/omniglot/images_background/Tifinagh/character01/0910_12.png,Tifinagh,character01,0910_06.png,0910_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_08.png,../images/omniglot/images_background/Tifinagh/character01/0910_12.png,Tifinagh,character01,0910_08.png,0910_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_02.png,../images/omniglot/images_background/Tifinagh/character01/0910_06.png,Tifinagh,character01,0910_02.png,0910_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Tifinagh/character01/0910_09.png,Tifinagh,character01,0910_03.png,0910_09.png
../images/omniglot/images_background/Tifinagh/character01/0910_03.png,../images/omniglot/images_background/Tifinagh/character01/0910_06.png,Tifinagh,character01,0910_03.png,0910_06.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Tifinagh/character01/0910_05.png,Tifinagh,character01,0910_01.png,0910_05.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Tifinagh/character01/0910_11.png,Tifinagh,character01,0910_10.png,0910_11.png
../images/omniglot/images_background/Tifinagh/character01/0910_01.png,../images/omniglot/images_background/Tifinagh/character01/0910_10.png,Tifinagh,character01,0910_01.png,0910_10.png
../images/omniglot/images_background/Tifinagh/character01/0910_10.png,../images/omniglot/images_background/Tifinagh/character01/0910_12.png,Tifinagh,character01,0910_10.png,0910_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_11.png,../images/omniglot/images_background/Tifinagh/character01/0910_12.png,Tifinagh,character01,0910_11.png,0910_12.png
../images/omniglot/images_background/Tifinagh/character01/0910_09.png,../images/omniglot/images_background/Tifinagh/character01/0910_10.png,Tifinagh,character01,0910_09.png,0910_10.png
